image,mask,type,dataset
WildDash2/images/cl0003_100000.jpg,WildDash2/labels/cl0003_100000.png,train,wilddash
WildDash2/images/cl0004_100000.jpg,WildDash2/labels/cl0004_100000.png,train,wilddash
WildDash2/images/cl0005_100000.jpg,WildDash2/labels/cl0005_100000.png,train,wilddash
WildDash2/images/cl0006_100000.jpg,WildDash2/labels/cl0006_100000.png,train,wilddash
WildDash2/images/cl0007_100000.jpg,WildDash2/labels/cl0007_100000.png,train,wilddash
WildDash2/images/cl0008_100000.jpg,WildDash2/labels/cl0008_100000.png,train,wilddash
WildDash2/images/cl0009_100000.jpg,WildDash2/labels/cl0009_100000.png,train,wilddash
WildDash2/images/cl0010_100000.jpg,WildDash2/labels/cl0010_100000.png,train,wilddash
WildDash2/images/cl0011_100000.jpg,WildDash2/labels/cl0011_100000.png,train,wilddash
WildDash2/images/cl0012_100000.jpg,WildDash2/labels/cl0012_100000.png,train,wilddash
WildDash2/images/cl0013_100000.jpg,WildDash2/labels/cl0013_100000.png,train,wilddash
WildDash2/images/cl0014_100000.jpg,WildDash2/labels/cl0014_100000.png,train,wilddash
WildDash2/images/cl0015_100000.jpg,WildDash2/labels/cl0015_100000.png,train,wilddash
WildDash2/images/cl0016_100000.jpg,WildDash2/labels/cl0016_100000.png,train,wilddash
WildDash2/images/cl0017_100000.jpg,WildDash2/labels/cl0017_100000.png,train,wilddash
WildDash2/images/cm0000_100000.jpg,WildDash2/labels/cm0000_100000.png,train,wilddash
WildDash2/images/cm0001_100000.jpg,WildDash2/labels/cm0001_100000.png,train,wilddash
WildDash2/images/cm0002_100000.jpg,WildDash2/labels/cm0002_100000.png,train,wilddash
WildDash2/images/cm0003_100000.jpg,WildDash2/labels/cm0003_100000.png,train,wilddash
WildDash2/images/cn0000_100000.jpg,WildDash2/labels/cn0000_100000.png,train,wilddash
WildDash2/images/cn0001_100000.jpg,WildDash2/labels/cn0001_100000.png,train,wilddash
WildDash2/images/cn0002_100000.jpg,WildDash2/labels/cn0002_100000.png,train,wilddash
WildDash2/images/cn0003_100000.jpg,WildDash2/labels/cn0003_100000.png,train,wilddash
WildDash2/images/cn0004_100000.jpg,WildDash2/labels/cn0004_100000.png,train,wilddash
WildDash2/images/cn0005_100000.jpg,WildDash2/labels/cn0005_100000.png,train,wilddash
WildDash2/images/cn0006_100000.jpg,WildDash2/labels/cn0006_100000.png,train,wilddash
WildDash2/images/cn0007_100000.jpg,WildDash2/labels/cn0007_100000.png,train,wilddash
WildDash2/images/cn0008_100000.jpg,WildDash2/labels/cn0008_100000.png,train,wilddash
WildDash2/images/cn0009_100000.jpg,WildDash2/labels/cn0009_100000.png,train,wilddash
WildDash2/images/cn0010_100000.jpg,WildDash2/labels/cn0010_100000.png,train,wilddash
WildDash2/images/cn0011_100000.jpg,WildDash2/labels/cn0011_100000.png,train,wilddash
WildDash2/images/cn0012_100000.jpg,WildDash2/labels/cn0012_100000.png,train,wilddash
WildDash2/images/cn0013_100000.jpg,WildDash2/labels/cn0013_100000.png,train,wilddash
WildDash2/images/cn0014_100000.jpg,WildDash2/labels/cn0014_100000.png,train,wilddash
WildDash2/images/cn0015_100000.jpg,WildDash2/labels/cn0015_100000.png,train,wilddash
WildDash2/images/cn0016_100000.jpg,WildDash2/labels/cn0016_100000.png,train,wilddash
WildDash2/images/cn0017_100000.jpg,WildDash2/labels/cn0017_100000.png,train,wilddash
WildDash2/images/cn0018_100000.jpg,WildDash2/labels/cn0018_100000.png,train,wilddash
WildDash2/images/cn0019_100000.jpg,WildDash2/labels/cn0019_100000.png,train,wilddash
WildDash2/images/cn0020_100000.jpg,WildDash2/labels/cn0020_100000.png,train,wilddash
WildDash2/images/cn0021_100000.jpg,WildDash2/labels/cn0021_100000.png,train,wilddash
WildDash2/images/cn0022_100000.jpg,WildDash2/labels/cn0022_100000.png,train,wilddash
WildDash2/images/cn0023_100000.jpg,WildDash2/labels/cn0023_100000.png,train,wilddash
WildDash2/images/cn0024_100000.jpg,WildDash2/labels/cn0024_100000.png,train,wilddash
WildDash2/images/cn0025_100000.jpg,WildDash2/labels/cn0025_100000.png,train,wilddash
WildDash2/images/cn0026_100000.jpg,WildDash2/labels/cn0026_100000.png,train,wilddash
WildDash2/images/cn0027_100000.jpg,WildDash2/labels/cn0027_100000.png,train,wilddash
WildDash2/images/cn0028_100000.jpg,WildDash2/labels/cn0028_100000.png,train,wilddash
WildDash2/images/cn0029_100000.jpg,WildDash2/labels/cn0029_100000.png,train,wilddash
WildDash2/images/cn0030_100000.jpg,WildDash2/labels/cn0030_100000.png,train,wilddash
WildDash2/images/cn0031_100000.jpg,WildDash2/labels/cn0031_100000.png,train,wilddash
WildDash2/images/cn0032_100000.jpg,WildDash2/labels/cn0032_100000.png,train,wilddash
WildDash2/images/cn0033_100000.jpg,WildDash2/labels/cn0033_100000.png,train,wilddash
WildDash2/images/cn0034_100000.jpg,WildDash2/labels/cn0034_100000.png,train,wilddash
WildDash2/images/cn0035_100000.jpg,WildDash2/labels/cn0035_100000.png,train,wilddash
WildDash2/images/cn0036_100000.jpg,WildDash2/labels/cn0036_100000.png,train,wilddash
WildDash2/images/cn0037_100000.jpg,WildDash2/labels/cn0037_100000.png,train,wilddash
WildDash2/images/cn0038_100000.jpg,WildDash2/labels/cn0038_100000.png,train,wilddash
WildDash2/images/cn0039_100000.jpg,WildDash2/labels/cn0039_100000.png,train,wilddash
WildDash2/images/cn0040_100000.jpg,WildDash2/labels/cn0040_100000.png,train,wilddash
WildDash2/images/cn0041_100000.jpg,WildDash2/labels/cn0041_100000.png,train,wilddash
WildDash2/images/cn0042_100000.jpg,WildDash2/labels/cn0042_100000.png,train,wilddash
WildDash2/images/cn0043_100000.jpg,WildDash2/labels/cn0043_100000.png,train,wilddash
WildDash2/images/cn0044_100000.jpg,WildDash2/labels/cn0044_100000.png,train,wilddash
WildDash2/images/cn0045_100000.jpg,WildDash2/labels/cn0045_100000.png,train,wilddash
WildDash2/images/cn0046_100000.jpg,WildDash2/labels/cn0046_100000.png,train,wilddash
WildDash2/images/cn0047_100000.jpg,WildDash2/labels/cn0047_100000.png,train,wilddash
WildDash2/images/cn0048_100000.jpg,WildDash2/labels/cn0048_100000.png,train,wilddash
WildDash2/images/cn0049_100000.jpg,WildDash2/labels/cn0049_100000.png,train,wilddash
WildDash2/images/cn0050_100000.jpg,WildDash2/labels/cn0050_100000.png,train,wilddash
WildDash2/images/cn0051_100000.jpg,WildDash2/labels/cn0051_100000.png,train,wilddash
WildDash2/images/cn0052_100000.jpg,WildDash2/labels/cn0052_100000.png,train,wilddash
WildDash2/images/cn0053_100000.jpg,WildDash2/labels/cn0053_100000.png,train,wilddash
WildDash2/images/cn0054_100000.jpg,WildDash2/labels/cn0054_100000.png,train,wilddash
WildDash2/images/cn0055_100000.jpg,WildDash2/labels/cn0055_100000.png,train,wilddash
WildDash2/images/cn0056_100000.jpg,WildDash2/labels/cn0056_100000.png,train,wilddash
WildDash2/images/cn0057_100000.jpg,WildDash2/labels/cn0057_100000.png,train,wilddash
WildDash2/images/cn0058_100000.jpg,WildDash2/labels/cn0058_100000.png,train,wilddash
WildDash2/images/cn0059_100000.jpg,WildDash2/labels/cn0059_100000.png,train,wilddash
WildDash2/images/cn0060_100000.jpg,WildDash2/labels/cn0060_100000.png,train,wilddash
WildDash2/images/cn0061_100000.jpg,WildDash2/labels/cn0061_100000.png,train,wilddash
WildDash2/images/cn0062_100000.jpg,WildDash2/labels/cn0062_100000.png,train,wilddash
WildDash2/images/cn0063_100000.jpg,WildDash2/labels/cn0063_100000.png,train,wilddash
WildDash2/images/cn0064_100000.jpg,WildDash2/labels/cn0064_100000.png,train,wilddash
WildDash2/images/cn0065_100000.jpg,WildDash2/labels/cn0065_100000.png,train,wilddash
WildDash2/images/cn0066_100000.jpg,WildDash2/labels/cn0066_100000.png,train,wilddash
WildDash2/images/cn0067_100000.jpg,WildDash2/labels/cn0067_100000.png,train,wilddash
WildDash2/images/cn0068_100000.jpg,WildDash2/labels/cn0068_100000.png,train,wilddash
WildDash2/images/cn0069_100000.jpg,WildDash2/labels/cn0069_100000.png,train,wilddash
WildDash2/images/cn0070_100000.jpg,WildDash2/labels/cn0070_100000.png,train,wilddash
WildDash2/images/cn0071_100000.jpg,WildDash2/labels/cn0071_100000.png,train,wilddash
WildDash2/images/cn0072_100000.jpg,WildDash2/labels/cn0072_100000.png,train,wilddash
WildDash2/images/cn0073_100000.jpg,WildDash2/labels/cn0073_100000.png,train,wilddash
WildDash2/images/cn0074_100000.jpg,WildDash2/labels/cn0074_100000.png,train,wilddash
WildDash2/images/cn0075_100000.jpg,WildDash2/labels/cn0075_100000.png,train,wilddash
WildDash2/images/cn0076_100000.jpg,WildDash2/labels/cn0076_100000.png,train,wilddash
WildDash2/images/cn0077_100000.jpg,WildDash2/labels/cn0077_100000.png,train,wilddash
WildDash2/images/cn0078_100000.jpg,WildDash2/labels/cn0078_100000.png,train,wilddash
WildDash2/images/cn0079_100000.jpg,WildDash2/labels/cn0079_100000.png,train,wilddash
WildDash2/images/cn0080_100000.jpg,WildDash2/labels/cn0080_100000.png,train,wilddash
WildDash2/images/cn0081_100000.jpg,WildDash2/labels/cn0081_100000.png,train,wilddash
WildDash2/images/cn0082_100000.jpg,WildDash2/labels/cn0082_100000.png,train,wilddash
WildDash2/images/cn0083_100000.jpg,WildDash2/labels/cn0083_100000.png,train,wilddash
WildDash2/images/cn0084_100000.jpg,WildDash2/labels/cn0084_100000.png,train,wilddash
WildDash2/images/cn0085_100000.jpg,WildDash2/labels/cn0085_100000.png,train,wilddash
WildDash2/images/cn0086_100000.jpg,WildDash2/labels/cn0086_100000.png,train,wilddash
WildDash2/images/cn0087_100000.jpg,WildDash2/labels/cn0087_100000.png,train,wilddash
WildDash2/images/cn0088_100000.jpg,WildDash2/labels/cn0088_100000.png,train,wilddash
WildDash2/images/cn0089_100000.jpg,WildDash2/labels/cn0089_100000.png,train,wilddash
WildDash2/images/cn0090_100000.jpg,WildDash2/labels/cn0090_100000.png,train,wilddash
WildDash2/images/cn0091_100000.jpg,WildDash2/labels/cn0091_100000.png,train,wilddash
WildDash2/images/cn0092_100000.jpg,WildDash2/labels/cn0092_100000.png,train,wilddash
WildDash2/images/cn0093_100000.jpg,WildDash2/labels/cn0093_100000.png,train,wilddash
WildDash2/images/cn0094_100000.jpg,WildDash2/labels/cn0094_100000.png,train,wilddash
WildDash2/images/cn0095_100000.jpg,WildDash2/labels/cn0095_100000.png,train,wilddash
WildDash2/images/cn0096_100000.jpg,WildDash2/labels/cn0096_100000.png,train,wilddash
WildDash2/images/cn0097_100000.jpg,WildDash2/labels/cn0097_100000.png,train,wilddash
WildDash2/images/cn0098_100000.jpg,WildDash2/labels/cn0098_100000.png,train,wilddash
WildDash2/images/cn0099_100000.jpg,WildDash2/labels/cn0099_100000.png,train,wilddash
WildDash2/images/cn0100_100000.jpg,WildDash2/labels/cn0100_100000.png,train,wilddash
WildDash2/images/cn0101_100000.jpg,WildDash2/labels/cn0101_100000.png,train,wilddash
WildDash2/images/cn0102_100000.jpg,WildDash2/labels/cn0102_100000.png,train,wilddash
WildDash2/images/cn0103_100000.jpg,WildDash2/labels/cn0103_100000.png,train,wilddash
WildDash2/images/cn0104_100000.jpg,WildDash2/labels/cn0104_100000.png,train,wilddash
WildDash2/images/cn0105_100000.jpg,WildDash2/labels/cn0105_100000.png,train,wilddash
WildDash2/images/cn0106_100000.jpg,WildDash2/labels/cn0106_100000.png,train,wilddash
WildDash2/images/cn0107_100000.jpg,WildDash2/labels/cn0107_100000.png,train,wilddash
WildDash2/images/cn0108_100000.jpg,WildDash2/labels/cn0108_100000.png,train,wilddash
WildDash2/images/cn0109_100000.jpg,WildDash2/labels/cn0109_100000.png,train,wilddash
WildDash2/images/cn0110_100000.jpg,WildDash2/labels/cn0110_100000.png,train,wilddash
WildDash2/images/cn0111_100000.jpg,WildDash2/labels/cn0111_100000.png,train,wilddash
WildDash2/images/cn0112_100000.jpg,WildDash2/labels/cn0112_100000.png,train,wilddash
WildDash2/images/cn0113_100000.jpg,WildDash2/labels/cn0113_100000.png,train,wilddash
WildDash2/images/cn0114_100000.jpg,WildDash2/labels/cn0114_100000.png,train,wilddash
WildDash2/images/cn0115_100000.jpg,WildDash2/labels/cn0115_100000.png,train,wilddash
WildDash2/images/cn0116_100000.jpg,WildDash2/labels/cn0116_100000.png,train,wilddash
WildDash2/images/cn0117_100000.jpg,WildDash2/labels/cn0117_100000.png,train,wilddash
WildDash2/images/cn0118_100000.jpg,WildDash2/labels/cn0118_100000.png,train,wilddash
WildDash2/images/cn0119_100000.jpg,WildDash2/labels/cn0119_100000.png,train,wilddash
WildDash2/images/cn0120_100000.jpg,WildDash2/labels/cn0120_100000.png,train,wilddash
WildDash2/images/cn0121_100000.jpg,WildDash2/labels/cn0121_100000.png,train,wilddash
WildDash2/images/cn0122_100000.jpg,WildDash2/labels/cn0122_100000.png,train,wilddash
WildDash2/images/cn0123_100000.jpg,WildDash2/labels/cn0123_100000.png,train,wilddash
WildDash2/images/cn0124_100000.jpg,WildDash2/labels/cn0124_100000.png,train,wilddash
WildDash2/images/cn0125_100000.jpg,WildDash2/labels/cn0125_100000.png,train,wilddash
WildDash2/images/cn0126_100000.jpg,WildDash2/labels/cn0126_100000.png,train,wilddash
WildDash2/images/cn0127_100000.jpg,WildDash2/labels/cn0127_100000.png,train,wilddash
WildDash2/images/cn0128_100000.jpg,WildDash2/labels/cn0128_100000.png,train,wilddash
WildDash2/images/cn0129_100000.jpg,WildDash2/labels/cn0129_100000.png,train,wilddash
WildDash2/images/cn0130_100000.jpg,WildDash2/labels/cn0130_100000.png,train,wilddash
WildDash2/images/cn0131_100000.jpg,WildDash2/labels/cn0131_100000.png,train,wilddash
WildDash2/images/cn0132_100000.jpg,WildDash2/labels/cn0132_100000.png,train,wilddash
WildDash2/images/cn0133_100000.jpg,WildDash2/labels/cn0133_100000.png,train,wilddash
WildDash2/images/cn0134_100000.jpg,WildDash2/labels/cn0134_100000.png,train,wilddash
WildDash2/images/cn0135_100000.jpg,WildDash2/labels/cn0135_100000.png,train,wilddash
WildDash2/images/cn0136_100000.jpg,WildDash2/labels/cn0136_100000.png,train,wilddash
WildDash2/images/cn0137_100000.jpg,WildDash2/labels/cn0137_100000.png,train,wilddash
WildDash2/images/cn0138_100000.jpg,WildDash2/labels/cn0138_100000.png,train,wilddash
WildDash2/images/cn0139_100000.jpg,WildDash2/labels/cn0139_100000.png,train,wilddash
WildDash2/images/cn0140_100000.jpg,WildDash2/labels/cn0140_100000.png,train,wilddash
WildDash2/images/cn0141_100000.jpg,WildDash2/labels/cn0141_100000.png,train,wilddash
WildDash2/images/cn0142_100000.jpg,WildDash2/labels/cn0142_100000.png,train,wilddash
WildDash2/images/cn0143_100000.jpg,WildDash2/labels/cn0143_100000.png,train,wilddash
WildDash2/images/cn0144_100000.jpg,WildDash2/labels/cn0144_100000.png,train,wilddash
WildDash2/images/cn0145_100000.jpg,WildDash2/labels/cn0145_100000.png,train,wilddash
WildDash2/images/cn0146_100000.jpg,WildDash2/labels/cn0146_100000.png,train,wilddash
WildDash2/images/cn0147_100000.jpg,WildDash2/labels/cn0147_100000.png,train,wilddash
WildDash2/images/cn0148_100000.jpg,WildDash2/labels/cn0148_100000.png,train,wilddash
WildDash2/images/co0000_100000.jpg,WildDash2/labels/co0000_100000.png,train,wilddash
WildDash2/images/co0001_100000.jpg,WildDash2/labels/co0001_100000.png,train,wilddash
WildDash2/images/co0002_100000.jpg,WildDash2/labels/co0002_100000.png,train,wilddash
WildDash2/images/co0003_100000.jpg,WildDash2/labels/co0003_100000.png,train,wilddash
WildDash2/images/co0004_100000.jpg,WildDash2/labels/co0004_100000.png,train,wilddash
WildDash2/images/co0005_100000.jpg,WildDash2/labels/co0005_100000.png,train,wilddash
WildDash2/images/co0006_100000.jpg,WildDash2/labels/co0006_100000.png,train,wilddash
WildDash2/images/co0007_100000.jpg,WildDash2/labels/co0007_100000.png,train,wilddash
WildDash2/images/co0008_100000.jpg,WildDash2/labels/co0008_100000.png,train,wilddash
WildDash2/images/co0009_100000.jpg,WildDash2/labels/co0009_100000.png,train,wilddash
WildDash2/images/co0010_100000.jpg,WildDash2/labels/co0010_100000.png,train,wilddash
WildDash2/images/co0011_100000.jpg,WildDash2/labels/co0011_100000.png,train,wilddash
WildDash2/images/co0012_100000.jpg,WildDash2/labels/co0012_100000.png,train,wilddash
WildDash2/images/co0013_100000.jpg,WildDash2/labels/co0013_100000.png,train,wilddash
WildDash2/images/co0014_100000.jpg,WildDash2/labels/co0014_100000.png,train,wilddash
WildDash2/images/co0015_100000.jpg,WildDash2/labels/co0015_100000.png,train,wilddash
WildDash2/images/co0016_100000.jpg,WildDash2/labels/co0016_100000.png,train,wilddash
WildDash2/images/co0017_100000.jpg,WildDash2/labels/co0017_100000.png,train,wilddash
WildDash2/images/cr0000_100000.jpg,WildDash2/labels/cr0000_100000.png,train,wilddash
WildDash2/images/cr0001_100000.jpg,WildDash2/labels/cr0001_100000.png,train,wilddash
WildDash2/images/cr0002_100000.jpg,WildDash2/labels/cr0002_100000.png,train,wilddash
WildDash2/images/cr0003_100000.jpg,WildDash2/labels/cr0003_100000.png,train,wilddash
WildDash2/images/cr0004_100000.jpg,WildDash2/labels/cr0004_100000.png,train,wilddash
WildDash2/images/cr0005_100000.jpg,WildDash2/labels/cr0005_100000.png,train,wilddash
WildDash2/images/cr0006_100000.jpg,WildDash2/labels/cr0006_100000.png,train,wilddash
WildDash2/images/cr0007_100000.jpg,WildDash2/labels/cr0007_100000.png,train,wilddash
WildDash2/images/cr0008_100000.jpg,WildDash2/labels/cr0008_100000.png,train,wilddash
WildDash2/images/cr0009_100000.jpg,WildDash2/labels/cr0009_100000.png,train,wilddash
WildDash2/images/cr0010_100000.jpg,WildDash2/labels/cr0010_100000.png,train,wilddash
WildDash2/images/cu0000_100000.jpg,WildDash2/labels/cu0000_100000.png,train,wilddash
WildDash2/images/cu0001_100000.jpg,WildDash2/labels/cu0001_100000.png,train,wilddash
WildDash2/images/cu0002_100000.jpg,WildDash2/labels/cu0002_100000.png,train,wilddash
WildDash2/images/cu0003_100000.jpg,WildDash2/labels/cu0003_100000.png,train,wilddash
WildDash2/images/cu0004_100000.jpg,WildDash2/labels/cu0004_100000.png,train,wilddash
WildDash2/images/cu0005_100000.jpg,WildDash2/labels/cu0005_100000.png,train,wilddash
WildDash2/images/cv0000_100000.jpg,WildDash2/labels/cv0000_100000.png,train,wilddash
WildDash2/images/cv0001_100000.jpg,WildDash2/labels/cv0001_100000.png,train,wilddash
WildDash2/images/cv0002_100000.jpg,WildDash2/labels/cv0002_100000.png,train,wilddash
WildDash2/images/cv0003_100000.jpg,WildDash2/labels/cv0003_100000.png,train,wilddash
WildDash2/images/cv0004_100000.jpg,WildDash2/labels/cv0004_100000.png,train,wilddash
WildDash2/images/cv0005_100000.jpg,WildDash2/labels/cv0005_100000.png,train,wilddash
WildDash2/images/cv0006_100000.jpg,WildDash2/labels/cv0006_100000.png,train,wilddash
WildDash2/images/cv0007_100000.jpg,WildDash2/labels/cv0007_100000.png,train,wilddash
WildDash2/images/cv0008_100000.jpg,WildDash2/labels/cv0008_100000.png,train,wilddash
WildDash2/images/cw0000_100000.jpg,WildDash2/labels/cw0000_100000.png,train,wilddash
WildDash2/images/cw0001_100000.jpg,WildDash2/labels/cw0001_100000.png,train,wilddash
WildDash2/images/cw0002_100000.jpg,WildDash2/labels/cw0002_100000.png,train,wilddash
WildDash2/images/cw0003_100000.jpg,WildDash2/labels/cw0003_100000.png,train,wilddash
WildDash2/images/cz0000_100000.jpg,WildDash2/labels/cz0000_100000.png,train,wilddash
WildDash2/images/cz0001_100000.jpg,WildDash2/labels/cz0001_100000.png,train,wilddash
WildDash2/images/cz0002_100000.jpg,WildDash2/labels/cz0002_100000.png,train,wilddash
WildDash2/images/cz0003_100000.jpg,WildDash2/labels/cz0003_100000.png,train,wilddash
WildDash2/images/cz0004_100000.jpg,WildDash2/labels/cz0004_100000.png,train,wilddash
WildDash2/images/cz0005_100000.jpg,WildDash2/labels/cz0005_100000.png,train,wilddash
WildDash2/images/cz0006_100000.jpg,WildDash2/labels/cz0006_100000.png,train,wilddash
WildDash2/images/cz0007_100000.jpg,WildDash2/labels/cz0007_100000.png,train,wilddash
WildDash2/images/cz0008_100000.jpg,WildDash2/labels/cz0008_100000.png,train,wilddash
WildDash2/images/cz0009_100000.jpg,WildDash2/labels/cz0009_100000.png,train,wilddash
WildDash2/images/cz0010_100000.jpg,WildDash2/labels/cz0010_100000.png,train,wilddash
WildDash2/images/cz0011_100000.jpg,WildDash2/labels/cz0011_100000.png,train,wilddash
WildDash2/images/cz0012_100000.jpg,WildDash2/labels/cz0012_100000.png,train,wilddash
WildDash2/images/cz0013_100000.jpg,WildDash2/labels/cz0013_100000.png,train,wilddash
WildDash2/images/cz0014_100000.jpg,WildDash2/labels/cz0014_100000.png,train,wilddash
WildDash2/images/cz0015_100000.jpg,WildDash2/labels/cz0015_100000.png,train,wilddash
WildDash2/images/cz0016_100000.jpg,WildDash2/labels/cz0016_100000.png,train,wilddash
WildDash2/images/cz0017_100000.jpg,WildDash2/labels/cz0017_100000.png,train,wilddash
WildDash2/images/cz0018_100000.jpg,WildDash2/labels/cz0018_100000.png,train,wilddash
WildDash2/images/cz0019_100000.jpg,WildDash2/labels/cz0019_100000.png,train,wilddash
WildDash2/images/cz0020_100000.jpg,WildDash2/labels/cz0020_100000.png,train,wilddash
WildDash2/images/cz0021_100000.jpg,WildDash2/labels/cz0021_100000.png,train,wilddash
WildDash2/images/cz0022_100000.jpg,WildDash2/labels/cz0022_100000.png,train,wilddash
WildDash2/images/cz0023_100000.jpg,WildDash2/labels/cz0023_100000.png,train,wilddash
WildDash2/images/cz0024_100000.jpg,WildDash2/labels/cz0024_100000.png,train,wilddash
WildDash2/images/cz0025_100000.jpg,WildDash2/labels/cz0025_100000.png,train,wilddash
WildDash2/images/cz0026_100000.jpg,WildDash2/labels/cz0026_100000.png,train,wilddash
WildDash2/images/cz0027_100000.jpg,WildDash2/labels/cz0027_100000.png,train,wilddash
WildDash2/images/cz0028_100000.jpg,WildDash2/labels/cz0028_100000.png,train,wilddash
WildDash2/images/cz0029_100000.jpg,WildDash2/labels/cz0029_100000.png,train,wilddash
WildDash2/images/cz0030_100000.jpg,WildDash2/labels/cz0030_100000.png,train,wilddash
WildDash2/images/cz0031_100000.jpg,WildDash2/labels/cz0031_100000.png,train,wilddash
WildDash2/images/cz0032_100000.jpg,WildDash2/labels/cz0032_100000.png,train,wilddash
WildDash2/images/cz0033_100000.jpg,WildDash2/labels/cz0033_100000.png,train,wilddash
WildDash2/images/cz0034_100000.jpg,WildDash2/labels/cz0034_100000.png,train,wilddash
WildDash2/images/cz0035_100000.jpg,WildDash2/labels/cz0035_100000.png,train,wilddash
WildDash2/images/cz0036_100000.jpg,WildDash2/labels/cz0036_100000.png,train,wilddash
WildDash2/images/cz0037_100000.jpg,WildDash2/labels/cz0037_100000.png,train,wilddash
WildDash2/images/cz0038_100000.jpg,WildDash2/labels/cz0038_100000.png,train,wilddash
WildDash2/images/cz0039_100000.jpg,WildDash2/labels/cz0039_100000.png,train,wilddash
WildDash2/images/cz0040_100000.jpg,WildDash2/labels/cz0040_100000.png,train,wilddash
WildDash2/images/cz0041_100000.jpg,WildDash2/labels/cz0041_100000.png,train,wilddash
WildDash2/images/cz0042_100000.jpg,WildDash2/labels/cz0042_100000.png,train,wilddash
WildDash2/images/cz0043_100000.jpg,WildDash2/labels/cz0043_100000.png,train,wilddash
WildDash2/images/cz0044_100000.jpg,WildDash2/labels/cz0044_100000.png,train,wilddash
WildDash2/images/cz0045_100000.jpg,WildDash2/labels/cz0045_100000.png,train,wilddash
WildDash2/images/cz0046_100000.jpg,WildDash2/labels/cz0046_100000.png,train,wilddash
WildDash2/images/cz0047_100000.jpg,WildDash2/labels/cz0047_100000.png,train,wilddash
WildDash2/images/cz0048_100000.jpg,WildDash2/labels/cz0048_100000.png,train,wilddash
WildDash2/images/cz0049_100000.jpg,WildDash2/labels/cz0049_100000.png,train,wilddash
WildDash2/images/cz0050_100000.jpg,WildDash2/labels/cz0050_100000.png,train,wilddash
WildDash2/images/cz0051_100000.jpg,WildDash2/labels/cz0051_100000.png,train,wilddash
WildDash2/images/cz0052_100000.jpg,WildDash2/labels/cz0052_100000.png,train,wilddash
WildDash2/images/cz0053_100000.jpg,WildDash2/labels/cz0053_100000.png,train,wilddash
WildDash2/images/cz0054_100000.jpg,WildDash2/labels/cz0054_100000.png,train,wilddash
WildDash2/images/cz0055_100000.jpg,WildDash2/labels/cz0055_100000.png,train,wilddash
WildDash2/images/cz0056_100000.jpg,WildDash2/labels/cz0056_100000.png,train,wilddash
WildDash2/images/cz0057_100000.jpg,WildDash2/labels/cz0057_100000.png,train,wilddash
WildDash2/images/cz0058_100000.jpg,WildDash2/labels/cz0058_100000.png,train,wilddash
WildDash2/images/cz0059_100000.jpg,WildDash2/labels/cz0059_100000.png,train,wilddash
WildDash2/images/cz0060_100000.jpg,WildDash2/labels/cz0060_100000.png,train,wilddash
WildDash2/images/cz0061_100000.jpg,WildDash2/labels/cz0061_100000.png,train,wilddash
WildDash2/images/cz0062_100000.jpg,WildDash2/labels/cz0062_100000.png,train,wilddash
WildDash2/images/cz0063_100000.jpg,WildDash2/labels/cz0063_100000.png,train,wilddash
WildDash2/images/cz0064_100000.jpg,WildDash2/labels/cz0064_100000.png,train,wilddash
WildDash2/images/cz0065_100000.jpg,WildDash2/labels/cz0065_100000.png,train,wilddash
WildDash2/images/cz0066_100000.jpg,WildDash2/labels/cz0066_100000.png,train,wilddash
WildDash2/images/cz0067_100000.jpg,WildDash2/labels/cz0067_100000.png,train,wilddash
WildDash2/images/cz0068_100000.jpg,WildDash2/labels/cz0068_100000.png,train,wilddash
WildDash2/images/cz0069_100000.jpg,WildDash2/labels/cz0069_100000.png,train,wilddash
WildDash2/images/cz0070_100000.jpg,WildDash2/labels/cz0070_100000.png,train,wilddash
WildDash2/images/cz0071_100000.jpg,WildDash2/labels/cz0071_100000.png,train,wilddash
WildDash2/images/cz0072_100000.jpg,WildDash2/labels/cz0072_100000.png,train,wilddash
WildDash2/images/cz0073_100000.jpg,WildDash2/labels/cz0073_100000.png,train,wilddash
WildDash2/images/cz0074_100000.jpg,WildDash2/labels/cz0074_100000.png,train,wilddash
WildDash2/images/cz0075_100000.jpg,WildDash2/labels/cz0075_100000.png,train,wilddash
WildDash2/images/cz0076_100000.jpg,WildDash2/labels/cz0076_100000.png,train,wilddash
WildDash2/images/cz0077_100000.jpg,WildDash2/labels/cz0077_100000.png,train,wilddash
WildDash2/images/cz0078_100000.jpg,WildDash2/labels/cz0078_100000.png,train,wilddash
WildDash2/images/cz0079_100000.jpg,WildDash2/labels/cz0079_100000.png,train,wilddash
WildDash2/images/cz0080_100000.jpg,WildDash2/labels/cz0080_100000.png,train,wilddash
WildDash2/images/cz0081_100000.jpg,WildDash2/labels/cz0081_100000.png,train,wilddash
WildDash2/images/cz0082_100000.jpg,WildDash2/labels/cz0082_100000.png,train,wilddash
WildDash2/images/de0000_100000.jpg,WildDash2/labels/de0000_100000.png,train,wilddash
WildDash2/images/de0001_100000.jpg,WildDash2/labels/de0001_100000.png,train,wilddash
WildDash2/images/de0002_100000.jpg,WildDash2/labels/de0002_100000.png,train,wilddash
WildDash2/images/de0003_100000.jpg,WildDash2/labels/de0003_100000.png,train,wilddash
WildDash2/images/de0004_100000.jpg,WildDash2/labels/de0004_100000.png,train,wilddash
WildDash2/images/de0005_100000.jpg,WildDash2/labels/de0005_100000.png,train,wilddash
